9,I 看见自己,面对失败,LQ07,—,失败以后我怎么办？,一次失败容易被解释成“我不行”“我完了”。,林后12：7-10,软弱中显能力；林后4：7-18,彼得失败与恢复：路22：54-62；24,软弱、生命与得胜：约21：15-19,面对→带到基督面前→继续,新约不浪漫化失败，却让人学习在软弱中经历基督的恩典，并继续前行。,失败不能决定终点，把失败带到基督面前继续走。,面对失败,主日处理“失败=身份”的错误连接,把一个失败写成事实、影响、学习和下一步，而不是写成身份。,做一件失败后一直拖着没做的补偿或修复行动。,我是在面对失败，还是在逃避失败带来的羞耻？,伙伴只关注下一步行动，不评价过去。,从失败羞耻转向恩典与成长,必要时主动向受影响的人道歉或修复,A,◎
10,I 看见自己,接受有限,LQ07,LQ01,为什么不能接受自己的有限？,总觉得自己必须强、快、全能，才配被需要。,林后4：7,瓦器中的宝贝；林后12：9-10,小群中的平凡、谦卑与服事：路22：24-27,离了基督不能做什么：约15：5,看见→接受→求助,神的工作可以在人的有限与软弱中显明，成熟不等于无所不能。,你不必成为无所不能的人，神的工作可以在你的有限中显明。,接受有限,主日把“能力”与“价值”分开,承认一项真实限制，并向一个可靠的人求助或授权。,本周主动说一次“我做不到，需要帮助”。,我最难承认的有限是什么？为什么？,伙伴记录一次求助，而不是夸奖坚强。,从全能幻想转向受造者的真实,让求助与互相担当成为群体文化,A,◎
11,I 看见自己,重新安排生命,LQ03,—,什么值得我花时间？,时间被工作、手机、信息和别人需求不断切碎。,弗5：15-17,爱惜光阴、明白主旨意；腓3：13-14,安息、祷告、跟随的节奏：路5：15-16；10：38-42,常在主里、结果子：约15：4-5,看见→选择→安排,时间管理的深层不是效率，而是生命方向与优先次序。,不要只是把时间填满，先分辨什么值得。,重新安排生命,主日从“忙不忙”转向“为何而忙”,每天给最重要的关系或责任留出完整时间。,本周固定一个“优先时段”，不被次要事项占用。,我的日程最诚实地告诉我，我认为什么重要？,伙伴看日程中的一个改变。,从被时间推着走转向主动忠心,让优先次序具体进入家庭、工作、教会,A,◎
12,I 看见自己,学习等候,LQ04,—,我怎样学习等候？,看不到结果时容易焦虑、加速、放弃或自行操控。,罗8：24-25,盼望中忍耐等候；罗5：3-5,在应许与等待中跟随：路2：25-38,平安、住在基督里、盼望：约14：27；16：33,等候→坚持→盼望,等候不是停滞，而是在尚未看见结果时继续信靠并忠心。,还没有看见结果，也可以在盼望中继续等候。,学习等候,主日处理“慢=失败”的文化节奏,把一件急于推动的事暂缓一天，用祷告与行动代替焦虑。,本周不因焦虑而提前做一个本可等候的决定。,我为什么这么急？我害怕什么不会发生？,伙伴只问：“你怎样等候？”,从急于控制转向盼望中的忍耐,在别人等候时提供陪伴而非催促,A,◎
13,I 看见自己,阶段省察,LQ01,LQ04,我真正看见了自己什么？,经过前12周，需要把重复出现的生命模式看清楚。,林后13：5,省察、在信仰中自验；罗12：3,门徒被带到光中重新认识自己：路6：39-42,住在基督里并认识真理：约15：1-5,回顾→命名→重新定位,生命改变往往从看见自己正在重复什么开始。,停下来看看：什么正在塑造我？,重新定位,主日做第一阶段生命盘点,选一个重复模式，写下触发—反应—结果—替代行动。,只改一个模式，不同时解决所有问题。,这12周我最常重复哪一种反应？,伙伴陪伴一个模式的后续30天。,从无意识模式走向属灵省察,把个人发现转为后续行动,A,◎
14,II 重新连接,进入神的家,LQ05,—,我属于哪里？,即使有很多社交关系，仍可能不知道自己真正属于谁。,弗2：19-22,神的家、圣徒国民、神的居所；罗12：4-5,耶稣建立新的群体与餐桌：路14：15-24；15,神的儿女、羊群与彼此相爱：约10；13：34-35,进入→连接→参与,福音不仅使人与神和好，也把人带进一个新的家和共同体。,福音不仅给我个人答案，也把我带进神的家。,进入,主日从“来聚会”转向“成为一份子”,主动认识一个不熟悉的人，并记住其一个真实需要。,参加一次不只是听讲、而是共同生活的群体活动。,我现在有哪些关系是真正可以一起生活的？,伙伴约一次面对面或线上深谈。,从孤立个人进入神的家,主动欢迎边缘者,A,◎
15,II 重新连接,在看不见中相信,LQ04,LQ05,我怎样面对看不见的神？,希望先看清结果、理由和证据，再决定是否继续。,约14：1-6,信心、盼望、患难中的忍耐；罗8：24-28,门徒在不明白中仍跟随：路9：18-27；22：39-46,相信、住在基督里、平安：约14：1-6；15：1-11,疑问→信靠→跟随,信靠不是看清结果才前进，而是在不完全明白时仍把自己交给基督。,看不清结果，也可以继续跟随。,相信,主日处理“信仰必须先把一切解释清楚”,把一个无法回答的问题带入祷告，而不是用焦虑逼自己得答案。,本周继续忠心做一件还看不到结果的责任。,我真正缺的是答案，还是安全感？,伙伴允许问题存在，同时问“你今天如何跟随？”,从要求确定转向信靠,成为别人的稳定陪伴者,A,◎
16,II 重新连接,一起生活,LQ05,—,为什么人在群体中仍然孤独？,一起出现不等于彼此知道、彼此承担。,徒2：42-47,彼此相属、彼此担当：罗12：4-5；15：1-2,同行、餐桌、共同生活：路24：13-35；14,彼此相爱、合一见证：约13：34-35；17：20-23,连接→分享→承担,真正的群体不是一起出现，而是一起学习、一起分享、一起承担。,真正的群体不是一起出现，而是一起生活。,连接,主日看见“程序性社交”与“生命共同体”的差别,向一个人分享一个真实近况，不只分享观点。,安排一次至少30分钟的无事务交流。,我是不是一直只让别人看见我想让他们看见的一面？,伙伴练习不急着解决问题，只先倾听。,从出席群体转向参与共同生活,形成可以彼此求助的网络,A,◎
17,II 重新连接,学习爱人,LQ05,—,怎样在爱中建立真实关系？,期待别人先改变、先理解、先主动。,约13：34-35,爱人如己、彼此相顾：罗12：9-10；13：8-10,好撒玛利亚人的主动邻舍：路10：25-37,彼此相爱、为朋友舍命：约13：34-35；15：12-17,看见→主动→付代价,真实关系不是靠性格相投或利益交换，而是从基督的爱开始，学习主动、真实与舍己。,真实关系从自己先学习基督的爱开始。,敞开,主日把“爱”从感觉转为关系行动,主动为一个人做一件对他有意义、对自己有代价的事。,本周先主动一次，而不是等待对方先来。,我最常把“爱”理解成感觉，还是行动？,伙伴问“你主动做了什么？”,从被满足转向主动去爱,让主动爱人成为群体习惯,A,◎
18,II 重新连接,回应伤害,LQ07,LQ05,别人伤害我以后怎么办？,受伤后容易反击、冷处理、报复或持续内耗。,罗12：17-21,不要以恶报恶；以善胜恶,饶恕与回转的关系：路17：3-4；23：34,彼此相爱与舍己：约13：1-17；15：12-13,面对→分辨→选择回应,门徒不能让别人的恶决定自己的回应，仍在真理中选择善。,不要让别人的恶决定自己的回应。,面对伤害,主日区分受伤事实与回应方式,在一次冲突中暂停24小时，不急着报复或下结论。,选择一个可安全进行的修复行动，或设立必要界限。,我真正想要的是公义、报复，还是恢复？,伙伴不强迫和好，只陪伴辨认下一步。,从被伤害控制转向基督里的自由回应,以善胜恶而非以恶还恶,A,◎
19,II 重新连接,饶恕与界限,LQ07,LQ05,饶恕是不是纵容？,担心一旦饶恕就意味着伤害不重要、必须重新信任。,西3：12-13,彼此饶恕、像主饶恕；弗4：31-32,耶稣对罪与悔改的处理：路17：3-4,饶恕、爱与光明中的关系：约一1：5-9；3：16-18,理解→分辨→释放,饶恕不是否认伤害，也不等于取消界限、责任或后果。,饶恕不是否认伤害，而是不再让伤害支配你的回应。,释放,主日建立“饶恕≠纵容≠失去界限”的框架,写下“我承认的伤害”和“我选择不再被它支配的回应”。,在安全前提下停止一次反复回放伤害的行为。,我把哪些概念混在了一起：饶恕、信任、和好、界限？,伙伴只听，不替当事人决定是否恢复关系。,从持续内耗转向饶恕中的自由,在合宜界限中追求和好,A,◎
20,II 重新连接,家庭中的舍己,LQ06,LQ05,家庭到底意味着什么？,责任、角色、期待和控制常混杂在一起。,弗5：21,彼此顺服、舍己的家庭关系；腓2：3-4,家庭与门徒代价：路14：25-27；8：19-21,彼此相爱、彼此服事：约13：1-17,看见→舍己→承担,基督里的家庭不是彼此控制，而是彼此舍己、彼此承担与彼此建造。,家庭不是互相控制，而是学习彼此舍己、彼此承担。,承担,主日让家庭成为门徒现场,为家人承担一件平常但容易被忽略的事。,本周一次主动服务，不解释、不邀功。,我承担责任时，是出于爱，还是为了控制结果？,伙伴只问“你服事了谁？”,从角色冲突转向彼此建造,让家庭成为门训场所,A,◎
21,II 重新连接,责任边界,LQ06,LQ05,在关系中，什么是我的责任？,容易把别人的选择、情绪和结果也背到自己身上。,加6：2-5,各人的担子、各人的担子/各人的责任；罗12：3,耶稣与门徒的责任边界：路10：38-42；12：48,彼此相爱而非彼此控制：约15：12-14,辨认→承担→放回,彼此担当不是替别人活；成熟包含承担自己的责任，也尊重别人的责任。,爱人不等于替别人活，承担自己的责任也允许别人承担他们的责任。,分清责任,主日处理“负责”与“控制”的边界,写出一件属于自己的责任和一件不属于自己的责任。,只完成自己的责任，不替别人做一个他应承担的决定。,我正在承担，还是正在控制？,伙伴问“这是谁的责任？”,从过度承担转向健康担当,在群体中建立不控制的互助,A,◎
22,II 重新连接,真理与爱,LQ05,—,怎样说真实的话？,要么怕冲突沉默，要么用“坦率”伤害人。,弗4：15,在爱中说诚实话；西4：6,对罪、假冒为善说真话：路11：37-44；18：9-14,真理、光与爱：约1：14；8：31-32,辨认→表达→建造,真实的话不是发泄工具，而是在爱中让关系更真实、更能被建造。,真实的话不要成为伤人的武器，要在爱中说出来。,诚实,主日练习“真理+爱”的沟通,在一场重要对话中，先描述事实，再表达感受，再提出需要。,少说一句评价，多说一句真实而具体的话。,我说真话是为了建造，还是为了让自己赢？,伙伴练习复述，不急着反驳。,从攻击性诚实转向爱的真理,建立可说真话的关系文化,A,◎
23,II 重新连接,接受神的时间,LQ04,LQ07,神没有按照我的期待做怎么办？,最难受的不是没有答案，而是“为什么祂没有照我的时间表”。,约11：1-44,神在等待与患难中仍然工作；罗8：28,拉撒路事件：约11：1-44,住在基督里并在患难中得平安：约11；16：33,失望→哀哭→信靠→继续,神没有照我的时间表行动，不等于祂没有工作；信靠可以和哀哭同时存在。,神没有照你的时间表行动，不等于祂没有工作。,接受,主日允许失望与信靠同时存在,把一次失望诚实告诉神，不急于美化它。,面对一个延迟，今天仍完成自己能忠心完成的一步。,我真正失去的是结果，还是对神的预设？,伙伴陪伴而不急于解释神。,从失望控制转向信靠与忍耐,陪伴正在等候的人,A,◎
24,II 重新连接,参与身体,LQ05,—,我怎样成为群体中的人？,习惯旁观、接受服务，却很少贡献时间、恩赐和责任。,林前12：12-27,一个身体、多肢体、彼此相属；罗12：4-8,耶稣差遣门徒共同服事：路9：1-6；10：1-9,彼此相爱、共同见证：约17：20-23,看见位置→参与→服事,你不是教会里的旁观者，而是基督身体的一部分。,你不是旁观者，而是基督身体的一部分。,参与,主日帮助人找到“我能贡献什么”,主动承担一项群体中的小责任。,本周把一项能力用于共同益处，而非个人成果。,如果没人邀请我，我有没有主动参与？,伙伴记录一次主动承担。,从消费者转向肢体成员,贡献自己的时间、能力与关怀,A,◎
25,II 重新连接,把爱做出来,LQ05,LQ06,爱一个人到底意味着什么？,心里关心很多，但真正付出的时间与行动很少。,约13：1-17,彼此相顾、服事；罗12：10,耶稣洗脚：约13：1-17；路22：24-27,爱不是言语，乃是行动和诚实：约一3：16-18,感受→具体行动→坚持,爱不是只在心里关心，而是愿意为别人做具体的事。,爱不是只在心里关心，而是愿意做具体的事。,行动,主日从情感谈爱转为行动谈爱,做一件对方能实际感受到的具体帮助。,一周内主动完成一次隐藏式服事。,对方真正需要的是我说什么，还是我做什么？,伙伴不追问功劳，只问是否做了。,从感觉中的爱进入可见的爱,让服事成为关系语言,A,◎
26,II 重新连接,住在基督里,LQ05,LQ04,归属不是参加，而是住在基督里,即使参加群体，也可能把信仰当成活动而非生命关系。,约15：1-5,在基督里、彼此相属：罗12：4-5；林前12,住在神的家、与耶稣同行：路10：38-42,住在基督里、结果子：约15：1-8,归属→住在→结果,真正的归属不仅是参加一个群体，更是持续住在基督里，并在群体中结果子。,归属不只是参加，而是住在基督里。,归属,主日把“教会归属”与“基督联合”连起来,每天留出一段安静时间回到基督面前，而不是只完成宗教任务。,本周固定同一时间用一段经文安静、祷告、回应。,我什么时候最像“参加者”，什么时候最像“住在基督里的人”？,伙伴只问“你如何回到基督？”,从群体出席转向与基督联合,让联合基督带出群体生命,A,◎
27,III 进入生活,重新定位人生,LQ08,LQ03,我的生命为什么而活？,成年生活很容易只围绕收入、家庭稳定、个人成长和退休准备。,腓1：20-21,活着就是基督；林后5：14-15,神国、跟随与使命：路9：23-25；10：1-9,差遣、生命与结果子：约20：21；15：8,定位→献上→进入,生命意义不是由成就、快乐或拥有最终定义，而是从基督而来并向使命开放。,不要只问我要得到什么，也问我的生命正在为谁而活。,重新定位人生,主日做人生方向盘点,写下目前人生四个主要投入，标记哪些是“为自己”、哪些是“为神托付”。,本周为一个超越自己需要的人安排实际时间。,如果把人生从“我要得到”改成“我要成为谁的祝福”，我的安排会怎样变？,伙伴问“这一周你为谁活了一点？”,从我的人生转向神所托付的人生,把使命放进日常而非额外活动,A,◎
28,III 进入生活,重新理解工作,LQ03,LQ06,工作只是为了赚钱吗？,工作常被分成“挣钱”和“属灵服事”，彼此隔开。,西3：23-24,从主得基业、向主而做；林前7：17,忠心、财富与管家：路16：1-13,结果子与荣耀父：约15：8,理解→重估→实践,工作是神托付生活的一部分，不只是收入，也涉及忠心、品格与服事。,工作不只是收入，也是忠心生活的一部分。,重新理解工作,主日拆除“工作/属灵”二分,选一项工作任务，用“服事谁”而非“赚多少”重新描述。,本周把一项容易敷衍的工作认真做好。,我的工作价值只由薪资衡量吗？,伙伴问“你的工作今天祝福了谁？”,从挣钱功能转向忠心服事,让职业成为见证与邻舍祝福,A,◎
29,III 进入生活,辨明旨意,LQ03,LQ08,我怎样辨明神的旨意？,面对选择，希望得到一个神秘、明确、立即的答案。,罗12：1-2,献上身体→心意更新→察验旨意,寻求神国、忠心跟随：路12：22-34；9：23-25,真理使人自由、住在基督里：约8：31-32；15：1-5,更新→分辨→选择,辨明神旨意不只是寻找答案，而是让生命被福音更新后学习分辨何为善、可喜悦、纯全。,辨明神旨意，不只是找答案，而是让生命先被更新。,辨明,主日从“神给我哪个选项”转向“我成为什么样的人来选择”,面对一个选择，先写价值、责任、他人益处，再祷告。,不急着追求确定感，先做今天已经清楚的忠心选择。,我是在寻求神，还是在寻求一个让我安心的答案？,伙伴只帮忙澄清，不替人做决定。,从求确定转向成熟分辨,帮助别人也学会自己分辨,A,◎
30,III 进入生活,家庭门训,LQ06,LQ05,家庭可以成为门训的地方吗？,信仰常被留在礼拜堂，家庭只处理成绩、钱、家务和冲突。,弗6：1-4,家庭中的养育与主的教训；5：21,家人与门徒关系：路2：41-52；8：19-21,彼此相爱、常在爱里：约15：9-17,连接→实践→陪伴,信仰不只发生在教会，家庭关系本身就是跟随基督、彼此建造的地方。,家庭关系本身，就是跟随基督的地方。,在家实践,主日把家庭当成门训现场,与家人完成一次不谈成绩、不谈问题的真实交流。,一周一次家庭经文/感谢/分享时间。,我在家里是教导别人，还是与他们一起跟随？,伙伴问“家里发生了什么真实改变？”,从家庭功能转向家庭门训,建立可持续的家庭节奏,A,◎
31,III 进入生活,职业与使命,LQ08,LQ03,职业可以成为使命吗？,觉得使命只能靠教会项目或全职服事完成。,林前7：17,各人蒙召时的身份中生活；弗2：10,在自己处境中作工、见证：路19：1-10；10：1-9,差遣与结果子：约20：21；15：8,连接→见证→使命,跟随基督不一定离开原来的生活，而是在自己的职业和处境中忠心、见证、服事。,跟随基督不一定离开原来的生活，而是在自己的处境中忠心。,连接职业与使命,主日重新解释“呼召”,把职业中的一个角色重新看为神托付的服事对象。,本周刻意帮助一位与自己职业无关的人。,我的职业每天接触谁？这些人能从我身上看见什么？,伙伴问“你的职业正在祝福谁？”,从职业谋生转向职业见证,让职场成为邻舍与使命现场,A,◎
32,III 进入生活,资源成为祝福,LQ02,LQ08,我拥有的东西怎样成为别人的祝福？,时间、钱、技能、关系都容易只围绕自己和家庭。,林后9：6-8,给得乐意、丰富各样善事；徒20：35,财富与管家：路12：13-21；16：1-13,舍己、爱与生命：约12：24-26,拥有→分辨→给予,资源不是单纯“我的”，而是可以成为神借我祝福别人的工具。,神给我的资源不只是为了拥有，也是为了给予。,给予,主日把资源观从“占有”转成“管家”,选一种资源做一次有计划的给予：时间、钱、技能或关系。,本周给予一次不求回报的具体帮助。,我最舍不得给出去的是什么？为什么？,伙伴只问“祝福了谁？”,从拥有转向管家,把资源进入共同体与使命,A,◎
33,III 进入生活,跨越差异,LQ05,LQ08,怎样面对与我不同的人？,语言、年龄、阶层、地域和价值观差异容易形成距离。,罗15：5-7,彼此接纳、荣耀神；罗14：1-4,耶稣跨越边界接纳人：路10：25-37；7：1-10,合一、彼此相爱与差异中的共同见证：约17：20-23,看见差异→接纳→同行,基督怎样接纳你，你也学习在真理中接纳与你不同的人。,接纳不是取消差异，而是在基督里学习一起跟随。,跨越差异,主日处理“不同=威胁”的心理,主动听一个不同背景的人讲他的经历，不急着纠正。,本周与一位平时不会主动接近的人共处一次。,我面对差异时，是先好奇还是先防御？,伙伴只记录自己学到了什么。,从同温层转向基督里的合一,把差异变成学习与见证的机会,A,◎
34,III 进入生活,冲突中的和好,LQ05,LQ07,冲突中怎样仍然活出基督？,冲突容易触发防御、冷战、攻击和“谁对谁错”。,罗12：18,尽力与众人和睦；弗4：26-32,饶恕、和平与邻舍：路6：27-36；10：25-37,彼此相爱、彼此服事：约13：34-35,暂停→表达→和好,不能控制别人，但可以决定自己怎样回应，并在安全与真理中追求和好。,不能控制别人，但可以决定自己怎样回应。,和好,主日把冲突从胜负题转为门徒题,一次冲突中先说自己该承担的部分。,本周主动做一次“澄清而非定罪”的对话。,我最想赢的是事实、面子，还是关系？,伙伴问“你承担了哪一部分？”,从赢过别人转向保守关系与真理,让和好成为群体见证,A,◎
35,III 进入生活,主动担当,LQ06,LQ08,我能为谁承担一点责任？,知道很多问题存在，却习惯等待别人先处理。,加6：2,彼此担当、各人的担子；腓2：4,耶稣主动看见并差遣需要帮助的人：路10：30-37,为朋友舍命、彼此相爱：约15：12-13,看见需要→主动承担→持续,成熟不是只管理自己，也学习主动承担可以承担的别人的重担。,不要只顾自己的事，也学习主动承担别人的重担。,承担,主日把“责任”从职位扩展到邻舍,主动解决一个本来很容易被忽略的小问题。,本周承担一个没人要求但确实有益处的任务。,我看见需要时，第一反应是“谁负责”，还是“我能做什么”？,伙伴记录一个主动担当。,从被安排转向主动服事,成为群体可靠的人,A,◎
36,III 进入生活,使用恩赐,LQ06,LQ05,我的能力应该为谁使用？,能力容易变成个人竞争资本，或者因自卑而不用。,林前12：4-7,恩赐不同、同一圣灵、为共同益处,门徒按恩赐参与：路9：1-6；10：1-9,彼此服事与结果子：约15：8,认识→使用→共享,神给人的能力不是只为自己使用，也是为了共同益处与服事。,神给你的能力，不只是为自己使用，也是为了服事别人。,使用恩赐,主日帮助人从“我的优势”转向“我们的益处”,列出一项能力，并找到一个具体的人或群体来受益。,本周用一项能力服务别人，不把它当作展示机会。,我的能力最常服务谁？为什么？,伙伴给反馈“受益在哪里”，而非“你多厉害”。,从能力证明转向能力服事,建立彼此成全的恩赐文化,A,◎
37,III 进入生活,忠心托付,LQ06,LQ08,我怎样忠心承担神交给我的？,容易过度承担，也容易逃避长期、琐碎、没有掌声的责任。,罗12：3-8,各按信心、恩赐和职分忠心；林前4：1-2,忠心管理所托付：路16：10-12；19：11-27,结果子、常在主里：约15：4-8,辨认托付→忠心→交账,成熟不是承担一切，而是辨认真正的托付并持续忠心。,不要承担神没有给你的，也不要逃避神已经交给你的。,忠心,主日帮助分辨“托付”与“自我加码”,列出三项当前托付，删去一项越界负担，明确一项必须忠心的责任。,本周把一件长期拖延的小责任彻底完成。,我承担得太多，还是逃避得太多？,伙伴问“你最需要忠心的是哪一项？”,从过度承担/逃避转向忠心,形成可信赖的生活方式,A,◎
38,III 进入生活,生活中的见证,LQ08,LQ01,怎样在普通生活中见证基督？,以为见证主要是说出来，忽略日常品格与工作关系。,腓2：14-16,在世代中好像明光、将生命的道表明出来,生活中的榜样与差遣：路5：27-32；10：1-9,看见光、真理与见证：约8：12；9：1-7；15,生活→可见→见证,见证不仅是说什么，也在怎样生活，使人能从生命看见福音。,见证不只在说什么，也在怎样生活。,见证,主日把“见证”还原为可观察的生活,在一个日常关系中刻意选择诚实、温柔或守信。,本周让一个非基督徒真实感受到一次具体善意。,别人最容易从我的生活看见什么？,伙伴只分享一次真实见证。,从宗教表达转向可见生命,让生活方式成为福音入口,A,◎
39,III 进入生活,生命成为榜样,LQ08,LQ01,怎样成为别人可以学习的门徒？,知道很多内容，却很少有人能从生活中看见如何跟随基督。,林前11：1,效法基督、成为可跟随的榜样；腓4：9,跟随耶稣、被差遣、生活作见证：路9：23；10：1-9,跟随、住在基督里、彼此相爱：约13；15,生活化→示范→传递,真正的门徒训练不是知道更多，而是让基督的生命逐渐成为别人能够看见和学习的生活方式。,不是先成为完美的人，而是成为一个真实跟随基督、别人可以学习的人。,成为榜样,主日把“榜样”从完美转向可模仿,选择一个生活领域，公开承认自己正在学习，并示范一个具体实践。,本周让一个人看见你如何处理一次选择、冲突或责任。,别人从我的生命最容易学到什么？,伙伴反馈“看见了什么”，不评价属灵程度。,从个人成长进入生命传递,为下一阶段门徒与祝福铺路,A,◎
